,BLOCKCE,BLOCKID10,COUNTYFP10,HOUSING16,PARTFLG,STATEFP10,TRACTCE10,geometry
7311,2029,6.08E+13,75,0,N,6,18000,"POLYGON ((-122.405775 37.771019, -122.40601 37.770834, -122.406268 37.771339, -122.406519 37.771867, -122.406675 37.772293, -122.406381 37.772058, -122.406307 37.771869, -122.406004 37.771342, -122.405775 37.771019))"
7312,1080,6.08E+13,75,0,N,6,60100,"POLYGON ((-122.455521 37.802446, -122.455271 37.802402, -122.45501 37.802332, -122.454563 37.802156, -122.454591 37.802033, -122.454829 37.800984, -122.455101 37.801103, -122.455283 37.801178, -122.45556 37.801297, -122.455782 37.80139399999999, -122.456156 37.801556, -122.455854 37.802015, -122.455521 37.802446))"
7313,1095,6.08E+13,75,0,N,6,60100,"POLYGON ((-122.461857 37.799505, -122.461587 37.799395, -122.461796 37.799124, -122.461839 37.799103, -122.462033 37.799199, -122.462045 37.799229, -122.461857 37.799505))"
7314,1178,6.08E+13,75,30,N,6,60100,"POLYGON ((-122.473497 37.798512, -122.473122 37.798538, -122.472786 37.798659, -122.472086 37.799122, -122.47176 37.799309, -122.471459 37.799396, -122.471097 37.79942399999999, -122.470843 37.799362, -122.470635 37.799165, -122.47027 37.798445, -122.469941 37.798005, -122.469689 37.79786, -122.469553 37.797849, -122.469555 37.797515, -122.46974 37.79749899999999, -122.469949 37.7975, -122.470085 37.79754399999999, -122.470199 37.797623, -122.47035 37.797744, -122.470577 37.797986, -122.470715 37.798174, -122.470771 37.798274, -122.470821 37.798385, -122.471012 37.798943, -122.471109 37.799035, -122.471228 37.799048, -122.471489 37.798988, -122.471767 37.798837, -122.472269 37.798497, -122.472675 37.798266, -122.47297 37.798153, -122.473493 37.79806, -122.473497 37.798512))"
7315,1049,6.08E+13,75,0,N,6,60100,"POLYGON ((-122.468947 37.803166, -122.468686 37.803105, -122.468124 37.802986, -122.467131 37.802776, -122.467032 37.802667, -122.468232 37.802938, -122.468916 37.803088, -122.468947 37.803166))"
7316,1156,6.08E+13,75,0,N,6,60100,"POLYGON ((-122.469617 37.792787, -122.469516 37.792845, -122.469521 37.792529, -122.46954 37.79217, -122.469584 37.791884, -122.469714 37.79141, -122.469885 37.790999, -122.470029 37.79073, -122.470127 37.790587, -122.470192 37.790621, -122.470214 37.790626, -122.470119 37.790764, -122.469979 37.791027, -122.46981 37.791431, -122.469683 37.791898, -122.46964 37.792176, -122.469621 37.792531, -122.469617 37.792787))"
7317,4003,6.08E+13,75,0,N,6,12800,"POLYGON ((-122.444828 37.79884, -122.444939 37.798813, -122.445033 37.798859, -122.445129 37.798918, -122.445961 37.799495, -122.445965 37.799581, -122.445851 37.799562, -122.44539 37.799254, -122.445029 37.799014, -122.444944 37.798961, -122.444863 37.798922, -122.444828 37.79884))"
7318,4006,6.08E+13,75,0,N,6,12800,"POLYGON ((-122.440978 37.799212, -122.441073 37.79915099999999, -122.442568 37.798961, -122.442648 37.799, -122.442593 37.799059, -122.441091 37.799252, -122.440978 37.799212))"
7319,1007,6.08E+13,75,0,N,6,12800,"POLYGON ((-122.436046 37.799843, -122.436151 37.799766, -122.437565 37.799587, -122.437695 37.799634, -122.43759 37.79971099999999, -122.436176 37.79989, -122.436046 37.799843))"
7320,1014,6.08E+13,75,0,N,6,12602,"POLYGON ((-122.437046 37.804359, -122.437153 37.80444, -122.437342 37.805367, -122.437272 37.80547, -122.437164 37.80539, -122.43698 37.804489, -122.437046 37.804359))"
7321,1009,6.08E+13,75,0,N,6,12602,"POLYGON ((-122.439999 37.80607699999999, -122.440123 37.805998, -122.44191 37.805769, -122.44221 37.805786, -122.441935 37.805893, -122.440148 37.80612199999999, -122.439999 37.80607699999999))"
7322,1004,6.08E+13,75,0,N,6,12700,"POLYGON ((-122.44221 37.805786, -122.442424 37.805752, -122.443854 37.805568, -122.443984 37.805581, -122.443868 37.805624, -122.442439 37.805808, -122.44221 37.805786))"
7323,3008,6.08E+13,75,13,N,6,10700,"POLYGON ((-122.411199 37.797329, -122.41105 37.797314, -122.410408 37.79745, -122.410264 37.79742, -122.410379 37.797363, -122.410829 37.797259, -122.411122 37.797205, -122.411283 37.797176, -122.411859 37.797108, -122.411883 37.79710499999999, -122.411888 37.797132, -122.411803 37.79729, -122.411344 37.797343, -122.411199 37.797329))"
7324,2000,6.08E+13,75,0,N,6,10800,"POLYGON ((-122.411888 37.797132, -122.411883 37.79710499999999, -122.412346 37.797048, -122.412381 37.797215, -122.412044 37.79725699999999, -122.411888 37.797132))"
7325,1001,6.08E+13,75,63,N,6,11200,"POLYGON ((-122.409901 37.793806, -122.409936 37.793802, -122.410365 37.793747, -122.410366 37.793805, -122.410462 37.794268, -122.410538 37.794631, -122.410073 37.79469, -122.409906 37.793833, -122.409901 37.793806))"
7326,3007,6.08E+13,75,0,N,6,11000,"POLYGON ((-122.422694 37.792175, -122.422816 37.792255, -122.422955 37.792944, -122.422871 37.79305, -122.42275 37.79297, -122.422611 37.792281, -122.422694 37.792175))"
7327,2010,6.08E+13,75,0,N,6,10200,"POLYGON ((-122.424171 37.799485, -122.424292 37.799565, -122.424443 37.800312, -122.424359 37.800415, -122.424238 37.800338, -122.424087 37.799591, -122.424171 37.799485))"
7328,1001,6.08E+13,75,10,N,6,11000,"POLYGON ((-122.417187 37.79656, -122.417166 37.796456, -122.418262 37.796323, -122.418462 37.796287, -122.418336 37.79644, -122.417187 37.79656))"
7329,2005,6.08E+13,75,1,N,6,12602,"POLYGON ((-122.42714 37.805433, -122.427258 37.805155, -122.427302 37.804966, -122.427457 37.805088, -122.427611 37.80517, -122.427981 37.805125, -122.428164 37.805063, -122.428392 37.80525799999999, -122.42714 37.805433))"
7330,3013,6.08E+13,75,39,N,6,26302,"POLYGON ((-122.429896 37.708867, -122.430079 37.708834, -122.43026 37.70884, -122.430721 37.708953, -122.430956 37.709001, -122.43125 37.709036, -122.431496 37.709041, -122.431749 37.709003, -122.43192 37.708911, -122.432096 37.708709, -122.432242 37.708496, -122.432331 37.708297, -122.43235 37.708232, -122.433382 37.708232, -122.434064 37.708182, -122.433778 37.708294, -122.43257 37.708768, -122.431902 37.709188, -122.431554 37.709406, -122.431283 37.709641, -122.430238 37.709507, -122.430068 37.70925099999999, -122.429896 37.708867))"
7331,1068,6.08E+13,75,0,N,6,17902,"POLYGON ((-122.375368 37.735556, -122.3735 37.734495, -122.374066 37.733872, -122.374903 37.734347, -122.374893 37.734398, -122.374893 37.734423, -122.374913 37.734435, -122.374939 37.734419, -122.374981 37.734427, -122.375036 37.734454, -122.375129 37.734522, -122.375146 37.734562, -122.375116 37.734586, -122.375105 37.734629, -122.37503 37.734682, -122.374988 37.734704, -122.374947 37.734741, -122.374914 37.734808, -122.374871 37.734924, -122.374877 37.734976, -122.374908 37.735003, -122.374966 37.735029, -122.375008 37.735029, -122.375058 37.735043, -122.375037 37.735098, -122.375042 37.73516499999999, -122.375075 37.735265, -122.375126 37.735291, -122.375165 37.735324, -122.375254 37.73538, -122.37532 37.735394, -122.375373 37.735397, -122.375461 37.735359, -122.375502 37.735331, -122.375572 37.735239, -122.375629 37.735207, -122.37573 37.735121, -122.375783 37.735099, -122.375368 37.735556))"
7332,1001,6.08E+13,75,0,N,6,23103,"POLYGON ((-122.375831 37.735819, -122.376357 37.736118, -122.377404 37.736712, -122.37911 37.73768, -122.377722 37.739221, -122.37742 37.739557, -122.375581 37.738513, -122.374792 37.738065, -122.374782 37.737941, -122.375 37.738053, -122.37514 37.738148, -122.375299 37.738239, -122.375433 37.738304, -122.375609 37.738374, -122.375791 37.738432, -122.375979 37.738477, -122.376084 37.738475, -122.376182 37.738456, -122.376272 37.738421, -122.376352 37.738372, -122.376417 37.73831, -122.376458 37.738252, -122.376018 37.737991, -122.375869 37.738003, -122.375704 37.738001, -122.375563 37.737987, -122.375446 37.737961, -122.375342 37.737925, -122.375233 37.73787, -122.375137 37.737803, -122.375055 37.737724, -122.374996 37.737647, -122.374951 37.737563, -122.374916 37.737453, -122.374902 37.737402, -122.374883 37.737295, -122.374884 37.737199, -122.374905 37.737092, -122.374942 37.737, -122.374994 37.736914, -122.375052 37.736843, -122.375029 37.736798, -122.375028 37.736747, -122.375051 37.736698, -122.375122 37.73663, -122.375152 37.736576, -122.375168 37.736504, -122.375165 37.736415, -122.37522 37.736299, -122.375237 37.736225, -122.375493 37.736054, -122.375565 37.735998, -122.375665 37.735884, -122.375737 37.735829, -122.375831 37.735819))"
7333,1010,6.08E+13,75,0,N,6,61400,"POLYGON ((-122.402788 37.752808, -122.402855 37.751928, -122.403061 37.751916, -122.403007 37.752446, -122.402978 37.75275, -122.403011 37.753202, -122.402801 37.753214, -122.402788 37.752808))"
7334,2007,6.08E+13,75,0,N,6,18000,"POLYGON ((-122.406071 37.774486, -122.405991 37.774624, -122.405699 37.775038, -122.405444 37.774835, -122.404891 37.774394, -122.405532 37.774201, -122.405655 37.774153, -122.405675 37.77417, -122.406071 37.774486))"
7335,1022,6.08E+13,75,84,N,6,60100,"POLYGON ((-122.478526 37.79151299999999, -122.478967 37.791644, -122.478886 37.791873, -122.478855 37.792019, -122.478871 37.792205, -122.478879 37.792295, -122.478929 37.792484, -122.478989 37.792617, -122.478906 37.792632, -122.478673 37.792674, -122.478581 37.79269, -122.478488 37.792694, -122.478429 37.792672, -122.478399 37.792636, -122.478251 37.792843, -122.47823 37.793031, -122.478036 37.793247, -122.477955 37.793378, -122.477745 37.793115, -122.477674 37.792993, -122.477617 37.792895, -122.477524 37.792671, -122.477296 37.791982, -122.477232 37.791747, -122.477212 37.791644, -122.47725 37.791524, -122.477319 37.791459, -122.477447 37.791345, -122.477675 37.79129, -122.477795 37.791295, -122.477909 37.79132999999999, -122.478299 37.791446, -122.478526 37.79151299999999))"
7336,2013,6.08E+13,75,0,N,6,26302,"POLYGON ((-122.435 37.70831099999999, -122.434978 37.708292, -122.43487 37.708132, -122.4351 37.708132, -122.435382 37.708132, -122.435041 37.708292, -122.435 37.70831099999999))"
7337,2005,6.08E+13,75,20,N,6,26404,"POLYGON ((-122.415049 37.708738, -122.415231 37.708329, -122.415272 37.708239, -122.416222 37.708328, -122.415962 37.708912, -122.415964 37.708995, -122.415049 37.708738))"
7338,2026,6.08E+13,75,0,N,6,61000,"POLYGON ((-122.405109 37.708854, -122.405057 37.70874999999999, -122.405228 37.708361, -122.405281 37.708265, -122.40529 37.708264, -122.405365 37.708255, -122.405453 37.708245, -122.405487 37.708241, -122.405582 37.708231, -122.405443 37.708355, -122.405244 37.708802, -122.405109 37.708854))"
7339,1005,6.08E+13,75,0,N,6,20401,"POLYGON ((-122.443517 37.760509, -122.443374 37.760376, -122.444375 37.759744, -122.444478 37.759707, -122.444629 37.759708, -122.444572 37.75976, -122.443548 37.76043, -122.443517 37.760509))"
7340,1166,6.08E+13,75,0,N,6,60100,"POLYGON ((-122.472928 37.788136, -122.472848 37.787557, -122.472938 37.787479, -122.473312 37.78731, -122.473398 37.787513, -122.473624 37.787627, -122.473867 37.787725, -122.474237 37.787852, -122.474581 37.787842, -122.474769 37.787833, -122.474939 37.787855, -122.47504 37.787909, -122.475502 37.78852, -122.475557 37.788625, -122.475455 37.78871, -122.475267 37.78892099999999, -122.474991 37.789188, -122.474939 37.789207, -122.474128 37.789241, -122.47409 37.789218, -122.474019 37.789116, -122.474039 37.789055, -122.474018 37.788927, -122.474033 37.788873, -122.474098 37.788778, -122.474112 37.788673, -122.474094 37.788608, -122.474059 37.788551, -122.473969 37.788503, -122.473826 37.788463, -122.473555 37.788437, -122.473333 37.788447, -122.472928 37.788136))"
7341,2008,6.08E+13,75,0,N,6,47901,"POLYGON ((-122.509433 37.779851, -122.510468 37.779793, -122.510635 37.779765, -122.510801 37.779722, -122.510931 37.779671, -122.511424 37.77941, -122.511762 37.780814, -122.511114 37.782445, -122.511011 37.781938, -122.510854 37.78143, -122.510553 37.780757, -122.510126 37.780235, -122.509675 37.779963, -122.509433 37.779851))"
7342,1003,6.08E+13,75,0,N,6,30302,"POLYGON ((-122.473683 37.756237, -122.473749 37.756184, -122.474324 37.75616, -122.474464 37.756202, -122.474332 37.756255, -122.473761 37.756281, -122.473683 37.756237))"
7343,4009,6.08E+13,75,34,N,6,30301,"POLYGON ((-122.468842 37.755131, -122.46921 37.754549, -122.469362 37.754598, -122.469736 37.754696, -122.47006 37.75476, -122.47042 37.754805, -122.470931 37.754831, -122.471017 37.754797, -122.471168 37.755099, -122.471035 37.755353, -122.471008 37.755487, -122.470995 37.755772, -122.470926 37.755672, -122.470819 37.755592, -122.470692 37.755529, -122.470516 37.755471, -122.469887 37.755353, -122.469678 37.755329, -122.469477 37.7553, -122.469261 37.755249, -122.468842 37.755131))"
7344,1006,6.08E+13,75,2,N,6,30400,"POLYGON ((-122.46333 37.751582, -122.463389 37.75152, -122.463418 37.751459, -122.46344 37.751324, -122.463408 37.751204, -122.463442 37.751195, -122.463845 37.751984, -122.46333 37.751582))"
7345,1040,6.08E+13,75,0,N,6,980300,"POLYGON ((-122.468017 37.769207, -122.468225 37.76897, -122.468334 37.768777, -122.468732 37.768948, -122.469136 37.76909, -122.469758 37.769209, -122.469633 37.769601, -122.469571 37.76971899999999, -122.468017 37.769207))"
7346,1008,6.08E+13,75,0,N,6,30202,"POLYGON ((-122.468583 37.76583, -122.468704 37.765778, -122.469529 37.765741, -122.469654 37.765783, -122.469531 37.765835, -122.468698 37.765872, -122.468583 37.76583))"
7347,1006,6.08E+13,75,2,N,6,30202,"POLYGON ((-122.467515 37.765877, -122.467628 37.765825, -122.468434 37.76579, -122.468583 37.76583, -122.468439 37.765883, -122.467628 37.765919, -122.467515 37.765877))"
7348,3005,6.08E+13,75,0,N,6,30202,"POLYGON ((-122.467253 37.762128, -122.46731 37.762084, -122.468258 37.762043, -122.468321 37.76208099999999, -122.468254 37.762117, -122.467327 37.762158, -122.467253 37.762128))"
7349,1000,6.08E+13,75,0,N,6,30400,"POLYGON ((-122.463361 37.753039, -122.463341 37.753012, -122.463114 37.75278, -122.462724 37.752488, -122.462414 37.752222, -122.462125 37.751903, -122.46181 37.751668, -122.461587 37.751565, -122.461524 37.751504, -122.461622 37.751517, -122.461852 37.751624, -122.462177 37.751867, -122.462468 37.752187, -122.462773 37.752449, -122.463166 37.752743, -122.463399 37.752981, -122.463433 37.753028, -122.463361 37.753039))"
7350,2003,6.08E+13,75,17,N,6,20402,"POLYGON ((-122.441628 37.758163, -122.441537 37.757844, -122.441562 37.757549, -122.441683 37.757038, -122.442206 37.756774, -122.442244 37.756755, -122.442287 37.756854, -122.442371 37.757584, -122.442281 37.75763, -122.442258 37.757734, -122.442238 37.758104, -122.442223 37.758323, -122.441628 37.758163))"
7351,3000,6.08E+13,75,0,N,6,20300,"POLYGON ((-122.428949 37.767504, -122.429054 37.767311, -122.430591 37.766095, -122.430824 37.766014, -122.430749 37.766177, -122.429182 37.767413, -122.428949 37.767504))"
7352,1030,6.08E+13,75,0,N,6,17700,"POLYGON ((-122.409632 37.769111, -122.410037 37.769106, -122.410814 37.769053, -122.410831 37.769232, -122.410881 37.769322, -122.409842 37.769156, -122.409632 37.769111))"
7353,2022,6.08E+13,75,0,N,6,17700,"POLYGON ((-122.417661 37.769957, -122.417675 37.769905, -122.417721 37.769852, -122.417753 37.769815, -122.417764 37.769857, -122.417781 37.769918, -122.417777 37.769975, -122.417661 37.769957))"
7354,2005,6.08E+13,75,111,N,6,20700,"POLYGON ((-122.423489 37.758365, -122.423521 37.758278, -122.423453 37.757565, -122.425689 37.75743, -122.425627 37.757518, -122.425683 37.758145, -122.425767 37.758227, -122.423489 37.758365))"
7355,2006,6.08E+13,75,74,N,6,20300,"POLYGON ((-122.426317 37.76397, -122.426398 37.763906, -122.426325 37.76314, -122.426228 37.763031, -122.427167 37.762973, -122.42724 37.763798, -122.42652 37.763918, -122.426317 37.76397))"
7356,3004,6.08E+13,75,210,N,6,20200,"POLYGON ((-122.424103 37.764783, -122.424137 37.764627, -122.424019 37.763292, -122.423959 37.763168, -122.424807 37.763117, -122.426228 37.763031, -122.426153 37.76315, -122.426226 37.763916, -122.426317 37.76397, -122.42624 37.76406, -122.426282 37.764506, -122.426382 37.764646, -122.424574 37.764755, -122.424103 37.764783))"
7357,2033,6.08E+13,75,0,N,6,17700,"POLYGON ((-122.413389 37.769459, -122.413427 37.769036, -122.413396 37.768671, -122.41454 37.768602, -122.414541 37.768875, -122.414498 37.769486, -122.413389 37.769459))"
7358,1022,6.08E+13,75,0,N,6,61400,"POLYGON ((-122.403061 37.751916, -122.403073 37.751794, -122.403175 37.751281, -122.403214 37.751165, -122.40326 37.751624, -122.403225 37.751722, -122.403169 37.751909, -122.403061 37.751916))"
7359,1007,6.08E+13,75,17,N,6,22802,"POLYGON ((-122.406147 37.761638, -122.406283 37.761393, -122.40648 37.760731, -122.406706 37.760719, -122.406883 37.76071, -122.407066 37.760661, -122.40701 37.760761, -122.407114 37.761848, -122.407187 37.761936, -122.406182 37.761996, -122.406306 37.763254, -122.405567 37.763303, -122.405342 37.763318, -122.405258 37.763323, -122.405324 37.763137, -122.405384 37.76297, -122.405654 37.762433, -122.405926 37.762012, -122.406022 37.761863, -122.406147 37.761638))"
7360,2022,6.08E+13,75,3,N,6,22600,"POLYGON ((-122.391753 37.755164, -122.391578 37.754695, -122.391088 37.75347, -122.390708 37.752811, -122.390683 37.752663, -122.391232 37.752657, -122.391236 37.752722, -122.391321 37.75329199999999, -122.391529 37.754012, -122.391878 37.754916, -122.391901 37.75515499999999, -122.391753 37.755164))"
7361,2013,6.08E+13,75,0,N,6,61400,"POLYGON ((-122.391816 37.754271, -122.391777 37.753862, -122.391917 37.754307, -122.392207 37.755137, -122.392082 37.755144, -122.392027 37.754935, -122.391816 37.754271))"
7362,1019,6.08E+13,75,0,N,6,17700,"POLYGON ((-122.405443 37.768496, -122.405087 37.768518, -122.404963 37.767244, -122.405154 37.767233, -122.405173 37.76736, -122.405327 37.76774, -122.405375 37.76779, -122.405443 37.768496))"
7363,1032,6.08E+13,75,0,N,6,980900,"POLYGON ((-122.387634 37.75156, -122.387696 37.75146, -122.387652 37.750369, -122.387585 37.750263, -122.388508 37.750206, -122.388629 37.751502, -122.387634 37.75156))"
7364,2024,6.08E+13,75,0,N,6,22600,"POLYGON ((-122.387879 37.754112, -122.387939 37.754021, -122.387834 37.752927, -122.387756 37.75283599999999, -122.388753 37.752778, -122.388877 37.754053, -122.387879 37.754112))"
7365,1006,6.08E+13,75,0,N,6,47600,"POLYGON ((-122.473982 37.780575, -122.474098 37.780511, -122.474962 37.78047, -122.475084 37.780529, -122.474976 37.780609, -122.474105 37.780644, -122.473982 37.780575))"
7366,1162,6.08E+13,75,0,N,6,60100,"POLYGON ((-122.472983 37.78852699999999, -122.473333 37.788447, -122.473406 37.788532, -122.473461 37.788785, -122.473482 37.789001, -122.473451 37.789136, -122.473385 37.789216, -122.473272 37.789267, -122.472712 37.789334, -122.472857 37.789059, -122.472942 37.78881, -122.472976 37.788636, -122.472983 37.78852699999999))"
